,sale_id,sale_date,year,quarter,month,country,region,city,product_name,category,storage,color,is_5g,unit_price_usd,discount_pct,units_sold,discounted_price_usd,revenue_usd,currency,fx_rate_to_usd,revenue_local_currency,sales_channel,payment_method,customer_segment,customer_age_group,previous_device_os,customer_rating,return_status
2945,SAMS-00002946,2024-05-04,2024,Q2,May,Colombia,South America,Pereira,Samsung Galaxy Buds FE,Galaxy Buds,,White,No,101.1,10,1,90.99,90.99,COP,3960,360320.4,Corporate / B2B,Samsung Pay,Education,55+,,4.8,Kept
2946,SAMS-00002947,2024-07-06,2024,Q3,July,Colombia,South America,Pereira,Samsung Galaxy S23+,Galaxy S,128 GB,Titanium Yellow,Yes,1026.66,15,5,872.66,4363.3,COP,3960,17278668,E-commerce Platform,Samsung Pay,Business,45–54,Android (Samsung),4.8,Returned
2947,SAMS-00002948,2024-08-30,2024,Q3,August,Colombia,South America,Pereira,Samsung T55 27-inch FHD,Monitor,,Black,No,238.92,0,1,238.92,238.92,COP,3960,946123.2,E-commerce Platform,EMI / Installment,Business,35–44,,4.4,Kept
2948,SAMS-00002949,2024-10-23,2024,Q4,October,Colombia,South America,Pereira,Samsung Galaxy M14 5G,Galaxy M,128 GB,Dark Blue,Yes,175.95,3,4,170.67,682.68,COP,3960,2703412.8,Online (Samsung.com),Cash,Education,18–24,Feature Phone,3.2,Kept
2949,SAMS-00002950,2021-04-18,2021,Q2,April,Colombia,South America,Santa Marta,Samsung Galaxy A24,Galaxy A,256 GB,Awesome White,No,232.76,0,1,232.76,232.76,COP,3960,921729.6,Third-Party Retailer,Debit Card,Enterprise,25–34,iOS,3.7,Kept
2950,SAMS-00002951,2021-05-01,2021,Q2,May,Colombia,South America,Santa Marta,Samsung Galaxy Buds FE,Galaxy Buds,,Cream,No,101.29,3,2,98.25,196.5,COP,3960,778140,Online (Samsung.com),EMI / Installment,Individual,35–44,,,Kept
2951,SAMS-00002952,2021-06-13,2021,Q2,June,Colombia,South America,Santa Marta,Samsung Neo QLED 4K QN85C,Smart TV,,White,No,1685.76,5,2,1601.47,3202.94,COP,3960,12683642.4,Authorized Reseller,Credit Card,Individual,45–54,,,Kept
2952,SAMS-00002953,2021-08-14,2021,Q3,August,Colombia,South America,Santa Marta,Samsung Galaxy M14 5G,Galaxy M,128 GB,Dark Blue,Yes,165.78,7,5,154.18,770.9,COP,3960,3052764,Authorized Reseller,Credit Card,Education,55+,New User,2.9,Kept
2953,SAMS-00002954,2021-09-11,2021,Q3,September,Colombia,South America,Santa Marta,Samsung Galaxy Buds 2,Galaxy Buds,,Graphite,No,151.96,7,7,141.32,989.24,COP,3960,3917390.4,Online (Samsung.com),Samsung Pay,Education,35–44,,4,Returned
2954,SAMS-00002955,2021-09-24,2021,Q3,September,Colombia,South America,Santa Marta,Samsung Galaxy M04,Galaxy M,256 GB,Waterfall Blue,No,94.58,0,3,94.58,283.74,COP,3960,1123610.4,Corporate / B2B,Debit Card,Enterprise,35–44,Android (Samsung),4.4,Kept
2955,SAMS-00002956,2021-10-26,2021,Q4,October,Colombia,South America,Santa Marta,Samsung Galaxy Tab S9,Galaxy Tab,256 GB,Silver,No,810.29,15,1,688.75,688.75,COP,3960,2727450,Third-Party Retailer,Cash,Education,45–54,,3,Kept
2956,SAMS-00002957,2022-01-26,2022,Q1,January,Colombia,South America,Santa Marta,Samsung Galaxy Tab S8 Ultra,Galaxy Tab,1 TB,Silver,No,883.93,15,1,751.34,751.34,COP,3960,2975306.4,Carrier Store,Debit Card,Government,25–34,,4,Kept
2957,SAMS-00002958,2022-05-08,2022,Q2,May,Colombia,South America,Santa Marta,Samsung Galaxy Watch 6 Classic,Galaxy Watch,,Gold,No,384.52,0,4,384.52,1538.08,COP,3960,6090796.8,E-commerce Platform,Net Banking,Individual,55+,,,Kept
2958,SAMS-00002959,2022-05-14,2022,Q2,May,Colombia,South America,Santa Marta,Samsung Galaxy Watch 4,Galaxy Watch,,Black,No,187.49,0,2,187.49,374.98,COP,3960,1484920.8,Samsung Store,Gift Card,Government,18–24,,4.7,Exchanged
2959,SAMS-00002960,2022-05-14,2022,Q2,May,Colombia,South America,Santa Marta,Samsung Galaxy Z Fold 4,Galaxy Z,512 GB,Blue,Yes,1756.25,15,1,1492.81,1492.81,COP,3960,5911527.6,Corporate / B2B,Net Banking,Enterprise,18–24,Android (Samsung),4.5,Kept
2960,SAMS-00002961,2022-06-05,2022,Q2,June,Colombia,South America,Santa Marta,Samsung Galaxy A14 5G,Galaxy A,128 GB,Awesome Lime,Yes,210.86,12,1,185.56,185.56,COP,3960,734817.6,Carrier Store,Net Banking,Individual,35–44,Android (Samsung),2.9,Kept
2961,SAMS-00002962,2022-06-06,2022,Q2,June,Colombia,South America,Santa Marta,Samsung Galaxy Z Flip 4,Galaxy Z,512 GB,Phantom Black,Yes,825,15,2,701.25,1402.5,COP,3960,5553900,Online (Samsung.com),Cash,Enterprise,35–44,Android (Samsung),,Kept
2962,SAMS-00002963,2022-06-17,2022,Q2,June,Colombia,South America,Santa Marta,Samsung Galaxy Tab S9 Ultra,Galaxy Tab,512 GB,Graphite,No,1143.9,7,2,1063.83,2127.66,COP,3960,8425533.6,Third-Party Retailer,Credit Card,Education,25–34,,4.6,Kept
2963,SAMS-00002964,2022-07-11,2022,Q3,July,Colombia,South America,Santa Marta,Samsung Galaxy M34 5G,Galaxy M,256 GB,Waterfall Blue,Yes,239.53,10,2,215.58,431.16,COP,3960,1707393.6,Third-Party Retailer,Cash,Education,25–34,Android (Samsung),,Kept
2964,SAMS-00002965,2022-10-31,2022,Q4,October,Colombia,South America,Santa Marta,Samsung Galaxy A53 5G,Galaxy A,256 GB,Awesome Peach,Yes,429.74,2,1,421.15,421.15,COP,3960,1667754,Authorized Reseller,Gift Card,Individual,18–24,Android (Other),3.4,Kept
2965,SAMS-00002966,2023-04-10,2023,Q2,April,Colombia,South America,Santa Marta,Samsung Galaxy Buds Live,Galaxy Buds,,White,No,162.04,10,1,145.84,145.84,COP,3960,577526.4,E-commerce Platform,Cash,Education,25–34,,4.5,Kept
2966,SAMS-00002967,2023-05-22,2023,Q2,May,Colombia,South America,Santa Marta,Samsung French Door Refrigerator,Appliances,,White,No,1699.3,2,1,1665.31,1665.31,COP,3960,6594627.6,Carrier Store,Samsung Pay,Enterprise,35–44,,4.2,Kept
2967,SAMS-00002968,2023-08-25,2023,Q3,August,Colombia,South America,Santa Marta,Samsung 45W USB-C Charger,Accessories,,White,No,46.92,0,4,46.92,187.68,COP,3960,743212.8,E-commerce Platform,Credit Card,Individual,55+,,4.4,Kept
2968,SAMS-00002969,2023-12-01,2023,Q4,December,Colombia,South America,Santa Marta,Samsung Crystal UHD 43-inch,Smart TV,,Black,No,559.12,10,1,503.21,503.21,COP,3960,1992711.6,Authorized Reseller,Gift Card,Business,25–34,,3.6,Exchanged
2969,SAMS-00002970,2023-12-07,2023,Q4,December,Colombia,South America,Santa Marta,Samsung Galaxy Z Fold 4,Galaxy Z,512 GB,Icy Blue,Yes,1594.62,20,2,1275.7,2551.4,COP,3960,10103544,Samsung Store,EMI / Installment,Individual,35–44,iOS,3.7,Kept
2970,SAMS-00002971,2023-12-12,2023,Q4,December,Colombia,South America,Santa Marta,Samsung OLED S95C 65-inch,Smart TV,,Beige,No,2340.15,5,1,2223.14,2223.14,COP,3960,8803634.4,Corporate / B2B,Credit Card,Government,25–34,,3.3,Exchanged
2971,SAMS-00002972,2024-03-07,2024,Q1,March,Colombia,South America,Santa Marta,Samsung T55 27-inch FHD,Monitor,,Black,No,227.46,0,1,227.46,227.46,COP,3960,900741.6,Carrier Store,Cash,Individual,25–34,,4.7,Kept
2972,SAMS-00002973,2024-05-26,2024,Q2,May,Colombia,South America,Santa Marta,Samsung 32GB MicroSD Card,Accessories,,Navy,No,8.57,20,2,6.86,13.72,COP,3960,54331.2,Corporate / B2B,Debit Card,Business,18–24,,,Kept
2973,SAMS-00002974,2024-06-06,2024,Q2,June,Colombia,South America,Santa Marta,Samsung Galaxy S22 Ultra,Galaxy S,1 TB,Graph,Yes,1049.44,5,4,996.97,3987.88,COP,3960,15792004.8,Corporate / B2B,Debit Card,Enterprise,35–44,New User,5,Kept
2974,SAMS-00002975,2024-06-10,2024,Q2,June,Colombia,South America,Santa Marta,Samsung Galaxy S23 FE,Galaxy S,128 GB,Titanium Violet,Yes,630.28,10,3,567.25,1701.75,COP,3960,6738930,Third-Party Retailer,Debit Card,Education,35–44,New User,4.6,Kept
2975,SAMS-00002976,2024-09-23,2024,Q3,September,Colombia,South America,Santa Marta,Samsung Galaxy M14 5G,Galaxy M,64 GB,Dark Blue,Yes,194.78,0,2,194.78,389.56,COP,3960,1542657.6,Corporate / B2B,Credit Card,Enterprise,35–44,New User,4.7,Kept
2976,SAMS-00002977,2024-12-04,2024,Q4,December,Colombia,South America,Santa Marta,Samsung Galaxy M14 5G,Galaxy M,64 GB,Midnight Blue,Yes,163,5,1,154.85,154.85,COP,3960,613206,Third-Party Retailer,Cash,Education,18–24,Android (Samsung),3.4,Kept
9024,SAMS-00009025,2021-01-02,2021,Q1,January,Peru,South America,Arequipa,Samsung Galaxy S23,Galaxy S,256 GB,Cream,Yes,767.75,0,1,767.75,767.75,PEN,3.74,2871.39,Online (Samsung.com),Credit Card,Business,25–34,iOS,,Kept
9025,SAMS-00009026,2021-02-09,2021,Q1,February,Peru,South America,Arequipa,Samsung Galaxy Z Fold 4,Galaxy Z,512 GB,Cream,Yes,1726.74,0,2,1726.74,3453.48,PEN,3.74,12916.02,Third-Party Retailer,Debit Card,Business,25–34,Android (Other),3.6,Kept
9026,SAMS-00009027,2021-03-16,2021,Q1,March,Peru,South America,Arequipa,Samsung ViewFinity S9,Monitor,,Black,No,1591,0,2,1591,3182,PEN,3.74,11900.68,Online (Samsung.com),Net Banking,Enterprise,18–24,,4,Kept
9027,SAMS-00009028,2021-03-18,2021,Q1,March,Peru,South America,Arequipa,Samsung S Pen (Galaxy S24 Ultra),Accessories,,White,Yes,47.19,5,2,44.83,89.66,PEN,3.74,335.33,Third-Party Retailer,Samsung Pay,Government,25–34,,4.9,Kept
9028,SAMS-00009029,2021-05-17,2021,Q2,May,Peru,South America,Arequipa,Samsung 25L Microwave,Appliances,,Black,No,211.18,5,2,200.62,401.24,PEN,3.74,1500.64,Samsung Store,Credit Card,Education,25–34,,,Kept
9029,SAMS-00009030,2021-06-09,2021,Q2,June,Peru,South America,Arequipa,Samsung Galaxy Z Flip 3,Galaxy Z,512 GB,Icy Blue,Yes,703.7,10,4,633.33,2533.32,PEN,3.74,9474.62,Authorized Reseller,BNPL (Buy Now Pay Later),Government,35–44,iOS,2.6,Kept
9030,SAMS-00009031,2021-07-11,2021,Q3,July,Peru,South America,Arequipa,Samsung Galaxy M34 5G,Galaxy M,64 GB,Midnight Blue,Yes,249.48,12,2,219.54,439.08,PEN,3.74,1642.16,Third-Party Retailer,Debit Card,Business,35–44,New User,3.4,Kept
9031,SAMS-00009032,2021-07-17,2021,Q3,July,Peru,South America,Arequipa,Samsung Galaxy Tab S9 FE,Galaxy Tab,64 GB,Lime,No,434.01,12,2,381.93,763.86,PEN,3.74,2856.84,Authorized Reseller,Cash,Education,25–34,,2.9,Exchanged
9032,SAMS-00009033,2021-09-09,2021,Q3,September,Peru,South America,Arequipa,Samsung Galaxy Tab S9,Galaxy Tab,512 GB,Cream,No,730.59,0,2,730.59,1461.18,PEN,3.74,5464.81,Online (Samsung.com),BNPL (Buy Now Pay Later),Enterprise,18–24,,2.8,Kept
9033,SAMS-00009034,2021-12-21,2021,Q4,December,Peru,South America,Arequipa,Samsung Galaxy S21 FE,Galaxy S,512 GB,Green,No,485.17,3,4,470.61,1882.44,PEN,3.74,7040.33,Samsung Store,BNPL (Buy Now Pay Later),Individual,55+,New User,,Returned
9034,SAMS-00009035,2022-02-25,2022,Q1,February,Peru,South America,Arequipa,Samsung Crystal UHD 43-inch,Smart TV,,White,No,507.57,5,1,482.19,482.19,PEN,3.74,1803.39,Carrier Store,Net Banking,Individual,25–34,,2.5,Kept
9035,SAMS-00009036,2022-04-26,2022,Q2,April,Peru,South America,Arequipa,Samsung Galaxy A14,Galaxy A,128 GB,Awesome Graphite,No,178.46,0,6,178.46,1070.76,PEN,3.74,4004.64,Carrier Store,Gift Card,Individual,35–44,Android (Samsung),4.1,Returned
9036,SAMS-00009037,2022-05-08,2022,Q2,May,Peru,South America,Arequipa,Samsung Galaxy M14 5G,Galaxy M,64 GB,Icy Blue,Yes,168.11,5,3,159.7,479.1,PEN,3.74,1791.83,E-commerce Platform,EMI / Installment,Education,18–24,Android (Samsung),4.8,Kept
9037,SAMS-00009038,2022-05-12,2022,Q2,May,Peru,South America,Arequipa,Samsung Galaxy S24,Galaxy S,256 GB,Cream,Yes,785.33,12,1,691.09,691.09,PEN,3.74,2584.68,Corporate / B2B,EMI / Installment,Enterprise,18–24,New User,4.6,Kept
9038,SAMS-00009039,2022-06-15,2022,Q2,June,Peru,South America,Arequipa,Samsung Galaxy A53 5G,Galaxy A,64 GB,Awesome Violet,Yes,367.44,20,1,293.95,293.95,PEN,3.74,1099.37,Corporate / B2B,BNPL (Buy Now Pay Later),Government,18–24,Android (Other),,Kept
9039,SAMS-00009040,2022-07-21,2022,Q3,July,Peru,South America,Arequipa,Samsung Galaxy A34 5G,Galaxy A,128 GB,Awesome Violet,Yes,412.44,10,4,371.2,1484.8,PEN,3.74,5553.15,Authorized Reseller,Cash,Business,35–44,New User,,Kept
9040,SAMS-00009041,2022-09-20,2022,Q3,September,Peru,South America,Arequipa,Samsung Galaxy Tab A9,Galaxy Tab,64 GB,Cream,No,210.08,0,1,210.08,210.08,PEN,3.74,785.7,Corporate / B2B,EMI / Installment,Business,25–34,,4,Kept
9041,SAMS-00009042,2022-10-30,2022,Q4,October,Peru,South America,Arequipa,Samsung Galaxy Watch 5 Pro,Galaxy Watch,,Silver,No,358.22,0,1,358.22,358.22,PEN,3.74,1339.74,Third-Party Retailer,EMI / Installment,Business,18–24,,2.6,Exchanged
9042,SAMS-00009043,2022-11-22,2022,Q4,November,Peru,South America,Arequipa,Samsung Galaxy Watch 6,Galaxy Watch,,Graphite,No,287.91,0,1,287.91,287.91,PEN,3.74,1076.78,Authorized Reseller,Credit Card,Education,55+,,,Kept
9043,SAMS-00009044,2022-12-20,2022,Q4,December,Peru,South America,Arequipa,Samsung Galaxy Buds 2 Pro,Galaxy Buds,,Graphite,No,246.67,20,1,197.34,197.34,PEN,3.74,738.05,Carrier Store,Net Banking,Enterprise,25–34,,,Kept
9044,SAMS-00009045,2023-01-06,2023,Q1,January,Peru,South America,Arequipa,Samsung Galaxy M14 5G,Galaxy M,256 GB,Prism Black,Yes,181.56,12,1,159.77,159.77,PEN,3.74,597.54,E-commerce Platform,BNPL (Buy Now Pay Later),Individual,25–34,New User,4.8,Kept
9045,SAMS-00009046,2023-03-04,2023,Q1,March,Peru,South America,Arequipa,Samsung Galaxy Z Flip 4,Galaxy Z,512 GB,Blue,Yes,868.71,0,1,868.71,868.71,PEN,3.74,3248.98,Corporate / B2B,Cash,Business,35–44,Android (Samsung),4.2,Kept
9046,SAMS-00009047,2023-03-06,2023,Q1,March,Peru,South America,Arequipa,Samsung Galaxy Tab S9+,Galaxy Tab,1 TB,Cream,No,966.96,3,2,937.95,1875.9,PEN,3.74,7015.87,Third-Party Retailer,BNPL (Buy Now Pay Later),Enterprise,18–24,,3.3,Kept
9047,SAMS-00009048,2023-03-13,2023,Q1,March,Peru,South America,Arequipa,Samsung 45W USB-C Charger,Accessories,,Black,No,49.82,15,1,42.35,42.35,PEN,3.74,158.39,Authorized Reseller,Gift Card,Government,55+,,3.8,Exchanged
9048,SAMS-00009049,2023-04-05,2023,Q2,April,Peru,South America,Arequipa,Samsung Galaxy S23 FE,Galaxy S,1 TB,Phantom Black,Yes,605.61,5,1,575.33,575.33,PEN,3.74,2151.73,Third-Party Retailer,Credit Card,Business,55+,Android (Other),,Kept
9049,SAMS-00009050,2023-04-08,2023,Q2,April,Peru,South America,Arequipa,Samsung Galaxy M54 5G,Galaxy M,64 GB,Icy Blue,Yes,352.79,0,2,352.79,705.58,PEN,3.74,2638.87,Third-Party Retailer,Cash,Government,25–34,Feature Phone,4.5,Kept
9050,SAMS-00009051,2023-04-24,2023,Q2,April,Peru,South America,Arequipa,Samsung Galaxy Buds Live,Galaxy Buds,,Graphite,No,141.7,0,5,141.7,708.5,PEN,3.74,2649.79,E-commerce Platform,Net Banking,Education,45–54,,,Returned
9051,SAMS-00009052,2023-05-08,2023,Q2,May,Peru,South America,Arequipa,Samsung Galaxy Tab S8 Ultra,Galaxy Tab,128 GB,Graphite,No,922.94,15,1,784.5,784.5,PEN,3.74,2934.03,Authorized Reseller,Samsung Pay,Government,25–34,,,Kept
9052,SAMS-00009053,2023-05-25,2023,Q2,May,Peru,South America,Arequipa,Samsung Galaxy Watch 4 Classic,Galaxy Watch,,Black,No,227.35,0,2,227.35,454.7,PEN,3.74,1700.58,E-commerce Platform,Debit Card,Education,18–24,,4.4,Kept
9053,SAMS-00009054,2023-06-12,2023,Q2,June,Peru,South America,Arequipa,Samsung Galaxy A04,Galaxy A,128 GB,Awesome Violet,No,113.09,10,3,101.78,305.34,PEN,3.74,1141.97,Samsung Store,Debit Card,Business,55+,New User,4.8,Kept
9054,SAMS-00009055,2023-06-30,2023,Q2,June,Peru,South America,Arequipa,Samsung M8 4K Smart Monitor,Monitor,,Black,No,749.58,0,2,749.58,1499.16,PEN,3.74,5606.86,Online (Samsung.com),Samsung Pay,Education,18–24,,,Kept
9055,SAMS-00009056,2023-07-17,2023,Q3,July,Peru,South America,Arequipa,Samsung Galaxy Tab S8 Ultra,Galaxy Tab,128 GB,Lime,No,898.87,0,4,898.87,3595.48,PEN,3.74,13447.1,E-commerce Platform,Credit Card,Enterprise,45–54,,4.7,Kept
9056,SAMS-00009057,2023-07-30,2023,Q3,July,Peru,South America,Arequipa,Samsung Galaxy Watch FE,Galaxy Watch,,Bora Purple,No,210.58,3,7,204.26,1429.82,PEN,3.74,5347.53,Third-Party Retailer,Samsung Pay,Business,35–44,,2.7,Kept
9057,SAMS-00009058,2023-08-18,2023,Q3,August,Peru,South America,Arequipa,Samsung Galaxy Buds 2,Galaxy Buds,,Bora Purple,No,135.96,2,3,133.24,399.72,PEN,3.74,1494.95,Online (Samsung.com),Gift Card,Education,25–34,,,Kept
9058,SAMS-00009059,2023-09-01,2023,Q3,September,Peru,South America,Arequipa,Samsung Galaxy Tab A9+,Galaxy Tab,64 GB,Lime,No,375.97,0,2,375.97,751.94,PEN,3.74,2812.26,Corporate / B2B,EMI / Installment,Government,25–34,,4.8,Returned
9059,SAMS-00009060,2023-09-07,2023,Q3,September,Peru,South America,Arequipa,Samsung Galaxy S22,Galaxy S,512 GB,Titanium Black,Yes,674.85,0,1,674.85,674.85,PEN,3.74,2523.94,E-commerce Platform,BNPL (Buy Now Pay Later),Business,35–44,Android (Other),,Kept
9060,SAMS-00009061,2023-12-10,2023,Q4,December,Peru,South America,Arequipa,Samsung Galaxy S24,Galaxy S,256 GB,Cream,Yes,783.37,10,2,705.03,1410.06,PEN,3.74,5273.62,E-commerce Platform,Credit Card,Education,45–54,New User,,Kept
9061,SAMS-00009062,2024-01-02,2024,Q1,January,Peru,South America,Arequipa,Samsung 870 EVO 1TB SSD,Accessories,,White,No,112.63,0,2,112.63,225.26,PEN,3.74,842.47,Authorized Reseller,Credit Card,Government,35–44,,4.1,Kept
9062,SAMS-00009063,2024-01-12,2024,Q1,January,Peru,South America,Arequipa,Samsung Crystal UHD 43-inch,Smart TV,,Black,No,566.58,0,1,566.58,566.58,PEN,3.74,2119.01,Samsung Store,BNPL (Buy Now Pay Later),Business,55+,,,Kept
9063,SAMS-00009064,2024-01-28,2024,Q1,January,Peru,South America,Arequipa,Samsung Galaxy M54 5G,Galaxy M,256 GB,Prism Black,Yes,326.42,20,2,261.14,522.28,PEN,3.74,1953.33,Authorized Reseller,BNPL (Buy Now Pay Later),Individual,18–24,Android (Other),4.4,Kept
9064,SAMS-00009065,2024-02-27,2024,Q1,February,Peru,South America,Arequipa,Samsung Galaxy S22,Galaxy S,128 GB,Phantom White,Yes,737.9,15,4,627.21,2508.84,PEN,3.74,9383.06,Online (Samsung.com),Samsung Pay,Business,45–54,iOS,4.2,Kept
9065,SAMS-00009066,2024-04-01,2024,Q2,April,Peru,South America,Arequipa,Samsung Galaxy S22,Galaxy S,512 GB,Green,Yes,686.77,0,2,686.77,1373.54,PEN,3.74,5137.04,Online (Samsung.com),EMI / Installment,Individual,18–24,Feature Phone,4.6,Kept
9066,SAMS-00009067,2024-04-04,2024,Q2,April,Peru,South America,Arequipa,Samsung Galaxy Watch 4 Classic,Galaxy Watch,,Cream,No,242.91,0,1,242.91,242.91,PEN,3.74,908.48,Authorized Reseller,BNPL (Buy Now Pay Later),Individual,55+,,3.2,Kept
9067,SAMS-00009068,2024-04-06,2024,Q2,April,Peru,South America,Arequipa,Samsung Galaxy S23 Ultra,Galaxy S,1 TB,Phantom White,Yes,1230.34,5,2,1168.82,2337.64,PEN,3.74,8742.77,Samsung Store,EMI / Installment,Government,55+,Android (Samsung),4.2,Kept
9068,SAMS-00009069,2024-05-16,2024,Q2,May,Peru,South America,Arequipa,Samsung Galaxy A54 5G,Galaxy A,128 GB,Awesome Lime,Yes,475.71,0,1,475.71,475.71,PEN,3.74,1779.16,Carrier Store,Cash,Government,35–44,Feature Phone,,Kept
9069,SAMS-00009070,2024-08-09,2024,Q3,August,Peru,South America,Arequipa,Samsung Leather Phone Case,Accessories,,Blue,No,48.59,0,1,48.59,48.59,PEN,3.74,181.73,Samsung Store,Cash,Education,45–54,,,Returned
9070,SAMS-00009071,2024-12-21,2024,Q4,December,Peru,South America,Arequipa,Samsung Galaxy Watch 4,Galaxy Watch,,Black,No,183.21,7,2,170.39,340.78,PEN,3.74,1274.52,Online (Samsung.com),Credit Card,Enterprise,45–54,,3.1,Kept
9071,SAMS-00009072,2021-01-01,2021,Q1,January,Peru,South America,Chiclayo,Samsung Galaxy Watch 6,Galaxy Watch,,Graphite,No,290.87,0,2,290.87,581.74,PEN,3.74,2175.71,Samsung Store,Net Banking,Individual,55+,,4.5,Kept
9072,SAMS-00009073,2021-01-23,2021,Q1,January,Peru,South America,Chiclayo,Samsung Galaxy Z Flip 3,Galaxy Z,1 TB,Green,Yes,710.61,12,1,625.34,625.34,PEN,3.74,2338.77,Carrier Store,EMI / Installment,Government,18–24,Android (Other),,Kept
9073,SAMS-00009074,2021-03-27,2021,Q1,March,Peru,South America,Chiclayo,Samsung Galaxy Watch 4,Galaxy Watch,,Gold,No,211.24,20,3,168.99,506.97,PEN,3.74,1896.07,Third-Party Retailer,Credit Card,Government,18–24,,4.4,Kept
9074,SAMS-00009075,2021-04-23,2021,Q2,April,Peru,South America,Chiclayo,Samsung ViewFinity S9,Monitor,,White,No,1408.76,0,1,1408.76,1408.76,PEN,3.74,5268.76,Corporate / B2B,Net Banking,Business,35–44,,3,Kept
9075,SAMS-00009076,2021-08-14,2021,Q3,August,Peru,South America,Chiclayo,Samsung Galaxy S24+,Galaxy S,128 GB,Phantom White,Yes,953.03,7,3,886.32,2658.96,PEN,3.74,9944.51,Samsung Store,Net Banking,Education,25–34,New User,4.7,Kept
9076,SAMS-00009077,2021-08-31,2021,Q3,August,Peru,South America,Chiclayo,Samsung Galaxy S23,Galaxy S,256 GB,Green,Yes,810.23,0,2,810.23,1620.46,PEN,3.74,6060.52,Third-Party Retailer,Gift Card,Education,45–54,Android (Samsung),,Kept
9077,SAMS-00009078,2021-10-10,2021,Q4,October,Peru,South America,Chiclayo,Samsung Galaxy Watch 5,Galaxy Watch,,Silver,No,254.73,15,1,216.52,216.52,PEN,3.74,809.78,Corporate / B2B,Debit Card,Enterprise,35–44,,,Kept
9078,SAMS-00009079,2021-10-18,2021,Q4,October,Peru,South America,Chiclayo,Samsung Galaxy A04,Galaxy A,128 GB,Awesome Black,No,100.11,20,1,80.09,80.09,PEN,3.74,299.54,E-commerce Platform,Cash,Education,55+,iOS,4.3,Kept
9079,SAMS-00009080,2021-12-17,2021,Q4,December,Peru,South America,Chiclayo,Samsung French Door Refrigerator,Appliances,,White,No,1857.79,3,1,1802.06,1802.06,PEN,3.74,6739.7,Third-Party Retailer,Debit Card,Individual,18–24,,3.1,Kept
9080,SAMS-00009081,2022-02-06,2022,Q1,February,Peru,South America,Chiclayo,Samsung Galaxy A33 5G,Galaxy A,64 GB,Awesome Graphite,Yes,371.98,15,2,316.18,632.36,PEN,3.74,2365.03,Third-Party Retailer,Samsung Pay,Enterprise,18–24,Android (Other),3.7,Kept
9081,SAMS-00009082,2022-03-07,2022,Q1,March,Peru,South America,Chiclayo,Samsung Galaxy S24,Galaxy S,512 GB,Titanium Yellow,Yes,863.09,10,2,776.78,1553.56,PEN,3.74,5810.31,Authorized Reseller,EMI / Installment,Individual,25–34,Android (Samsung),3.1,Kept
9082,SAMS-00009083,2022-04-09,2022,Q2,April,Peru,South America,Chiclayo,Samsung Galaxy Tab S9,Galaxy Tab,256 GB,Lime,No,763.61,0,10,763.61,7636.1,PEN,3.74,28559.01,Corporate / B2B,Credit Card,Education,45–54,,,Kept
9083,SAMS-00009084,2022-06-09,2022,Q2,June,Peru,South America,Chiclayo,Samsung Galaxy Tab S9,Galaxy Tab,256 GB,Lime,No,868.27,2,1,850.9,850.9,PEN,3.74,3182.37,Authorized Reseller,BNPL (Buy Now Pay Later),Enterprise,25–34,,2.8,Kept
9084,SAMS-00009085,2022-06-23,2022,Q2,June,Peru,South America,Chiclayo,Samsung Odyssey G7 27-inch,Monitor,,Black,No,572.93,7,3,532.82,1598.46,PEN,3.74,5978.24,Online (Samsung.com),EMI / Installment,Business,18–24,,,Kept
9085,SAMS-00009086,2022-07-15,2022,Q3,July,Peru,South America,Chiclayo,Samsung Galaxy Watch FE,Galaxy Watch,,Gold,No,215.91,10,1,194.32,194.32,PEN,3.74,726.76,Authorized Reseller,Debit Card,Enterprise,55+,,4.3,Kept
9086,SAMS-00009087,2022-07-26,2022,Q3,July,Peru,South America,Chiclayo,Samsung Galaxy Tab S9 Ultra,Galaxy Tab,512 GB,Graphite,No,1262.36,12,5,1110.88,5554.4,PEN,3.74,20773.46,Corporate / B2B,EMI / Installment,Government,25–34,,,Kept
9087,SAMS-00009088,2022-10-13,2022,Q4,October,Peru,South America,Chiclayo,Samsung Galaxy Tab S9 FE,Galaxy Tab,128 GB,Cream,No,420.37,5,1,399.35,399.35,PEN,3.74,1493.57,E-commerce Platform,Samsung Pay,Government,45–54,,4,Kept
9088,SAMS-00009089,2022-11-06,2022,Q4,November,Peru,South America,Chiclayo,Samsung Galaxy Watch 4 Classic,Galaxy Watch,,Graphite,No,256.31,3,2,248.62,497.24,PEN,3.74,1859.68,Samsung Store,Samsung Pay,Individual,45–54,,,Kept
9089,SAMS-00009090,2022-11-28,2022,Q4,November,Peru,South America,Chiclayo,Samsung Leather Phone Case,Accessories,,Black,No,48.04,3,3,46.6,139.8,PEN,3.74,522.85,Online (Samsung.com),Gift Card,Enterprise,25–34,,3.5,Kept
9090,SAMS-00009091,2022-12-12,2022,Q4,December,Peru,South America,Chiclayo,Samsung OLED S95C 65-inch,Smart TV,,Black,No,2498.18,0,2,2498.18,4996.36,PEN,3.74,18686.39,Carrier Store,Samsung Pay,Business,55+,,,Kept
9091,SAMS-00009092,2023-01-03,2023,Q1,January,Peru,South America,Chiclayo,Samsung Galaxy S21 FE,Galaxy S,512 GB,Graph,No,534.69,20,1,427.75,427.75,PEN,3.74,1599.79,Samsung Store,Samsung Pay,Education,18–24,Android (Other),3.3,Returned
